nodes,distance
49152143,0.0
49152144,85.307
49152147,89.80000000000001
49152148,161.85000000000002
49283256,3410.8089999999997
49283261,2939.8540000000003
49283263,3195.5630000000006
49348815,2070.292
49348900,84.95200000000001
49348902,208.37400000000002
49283624,3596.5320000000006
49283625,3567.7110000000007
49611303,2593.108
49283635,3450.1720000000005
49283638,3550.4890000000005
49414863,1840.216
49414864,1925.9679999999998
49153028,3563.373000000001
49153031,3473.674000000001
49153032,3526.460000000001
3587900543,3570.323000000001
49087810,2465.3209999999995
49087813,2555.8909999999996
49087836,2986.014
49087837,3137.569
49087838,3233.777
49087840,3346.8070000000007
49087841,3433.3680000000004
49677736,2475.9060000000004
295175758,3484.5780000000004
295175765,3424.3960000000006
49350313,3356.631
295176079,2826.6620000000007
49350734,1606.643
49350736,1721.183
49023104,2377.7319999999995
49023106,2198.999999999999
49088885,3481.069
49088886,3457.902
49088887,3408.889
49088891,3292.867
49088892,3216.1420000000003
49088893,3059.8370000000004
49088899,2777.108
49088900,2693.378
49785059,3305.7439999999992
49547878,3369.0030000000006
49547880,3301.4730000000004
49547881,3583.1880000000006
49285771,3175.8650000000007
49482397,492.182
49482407,825.326
49482423,1768.23
49351376,1659.0779999999997
49351377,1310.0459999999998
49154954,2081.9629999999997
295177209,2188.4440000000004
49024028,3438.879999999999
49024030,3444.5029999999992
295177488,2057.731
49417766,1422.7500000000002
49417776,1304.4080000000001
3404009046,1717.4689999999998
3404009047,1847.5839999999998
49352313,3409.7900000000004
49352320,3563.3350000000005
49352321,3427.6600000000003
49221266,1705.529
49221268,1803.161
49221269,1949.857
49483537,2441.5800000000004
49483539,2053.166
49483540,2114.221
49155889,3568.8439999999996
49745904,2887.033
49746006,3184.8910000000005
49352865,465.952
49352867,619.332
49221843,3448.6350000000007
49484070,3377.236
49090963,3594.154000000001
49090968,3510.172000000001
49090971,3407.6840000000007
49418748,1987.6739999999998
49418755,2292.923
49484572,3285.2289999999994
49484574,3332.8449999999993
49550260,2493.654
49288135,2928.58
49222622,3123.5479999999993
49222631,3580.6809999999996
1175131205,3169.7470000000003
1175131248,2982.2130000000006
1175131251,3018.2340000000004
1175131286,3095.1989999999996
1175131296,3192.1829999999995
295179435,2345.0569999999993
1175131337,3253.8560000000007
1175131339,3247.0410000000006
1175131343,3287.1910000000003
1175131358,3234.7220000000007
1175131380,3244.765000000001
1175131387,3278.719000000001
1175131430,3302.265000000001
1175131483,3195.600000000001
1175131487,3143.1460000000006
49091994,3319.4540000000006
49091995,3235.892000000001
49157825,1696.923
49092310,3087.5339999999997
49092311,3218.2049999999995
49092337,2234.416
49092338,2214.235
48895824,2454.6690000000003
49616924,3226.4420000000005
49616932,2908.270000000001
49616945,2893.715
49616957,2915.8810000000003
48961852,907.593
48961855,1453.694
49093347,3542.9580000000005
49093348,3539.9560000000006
49093351,3237.994000000001
49093354,3125.3399999999997
49093355,3094.4239999999995
49093356,3179.7379999999994
49093357,3217.0499999999993
49093358,3275.6669999999995
49093359,3288.594
49093360,3440.795
49093361,3445.91
49093362,3522.3559999999998
4612954899,2868.3280000000004
49618011,3133.0849999999996
49290563,1193.933
49290567,1277.215
49290582,1673.8329999999999
49290584,1530.9279999999999
49290590,1188.882
49421738,3494.501
49159786,3467.587
49159855,3599.1650000000004
49094363,2574.3839999999996
49094368,2463.4119999999994
3590725615,2767.220999999999
3590725617,2689.950999999999
3590725619,2726.092999999999
3590725620,2708.848999999999
3590725623,2620.883999999999
3590725627,2662.561999999999
49094667,1556.2979999999998
49094668,1477.4609999999998
49094669,1534.7259999999999
49094708,3396.163
49094709,3359.996
295182651,2379.985
49095111,1686.728
49095112,1787.3310000000001
49095113,1884.672
49095114,2171.2880000000005
49408581,2307.3639999999996
295183022,2059.482
49357654,2586.6110000000003
49357655,2761.8770000000004
295183271,2596.725
49226797,2110.2239999999997
49554573,3220.764
49554579,3418.919
49554602,2219.7570000000005
49554613,2624.887
49292533,3095.877
49292600,2324.5430000000006
49292610,2563.1760000000004
295183867,2779.8890000000006
49358385,1157.013
49358425,3505.5549999999994
49358430,3432.1139999999996
49096353,3575.8230000000003
49096366,3524.55
49096369,3362.146
49096370,3451.09
49096372,3552.9950000000003
49096374,3596.8470000000007
295184086,3036.294
49161968,1224.432
49161973,1830.6190000000001
49161974,1982.451
295184314,2783.634
49424479,2012.3920000000003
49424480,2212.1180000000004
49424482,2233.9330000000004
49096894,3042.399
49096895,3117.989
49621291,3143.377
49621295,2428.838
49621300,2701.682
295184831,3424.971
48900711,1135.2069999999999
48900712,1114.4409999999998
48900722,2190.0559999999996
48900724,3142.376
49490572,1475.386
3449170592,3308.88
48900786,1686.6619999999998
48900789,2733.959999999999
48900791,2645.7049999999995
49162950,2822.9629999999993
49162957,2845.363
49162961,2890.839
295185111,3415.364
49162967,2941.921
49162983,3254.8889999999997
49162984,3300.4889999999996
49556322,3397.050000000001
49556324,3311.461000000001
3449170795,3208.154
49097841,1860.0120000000002
49097842,1990.6950000000002
49425528,3338.579000000001
49425531,3432.784000000001
49229271,2555.3320000000003
49229274,2666.2670000000003
49229286,3018.6920000000005
49229292,3143.7840000000006
49098305,3206.491
49098308,3320.49
1955606178,2973.135
1955606182,1603.3159999999998
49229481,3050.4260000000004
1955606195,3255.572000000001
49229498,2873.9190000000003
49491644,2936.6829999999995
49491645,2916.267999999999
49229500,2923.2210000000005
3631951566,1549.3390000000002
3631951572,1408.2130000000002
48967527,2417.039
48967528,2429.1130000000003
49688431,1026.126
48967544,2880.1700000000005
49426323,3397.0940000000005
49360830,3056.4909999999995
49360834,3207.5609999999997
49295310,2033.9309999999998
49360848,2841.7849999999994
49360849,2919.428999999999
49360850,3094.9949999999994
49229835,3188.946999999999
49229836,3399.8849999999993
4341706966,2758.8430000000003
4341706967,2745.222
4341707190,1931.3729999999998
4341707195,2032.4239999999998
4341707197,2128.093
4341707199,2253.678
4341707208,3180.5760000000005
4341707211,3334.6120000000005
49099233,2901.4730000000004
49099237,3415.5060000000003
49099238,3413.857
49099239,3008.482
49099243,2789.414
49099308,1915.1609999999998
49099309,2017.7899999999997
49099310,2032.0729999999996
49099311,2193.759
49099316,2999.2879999999996
49099318,3042.7070000000003
49099320,3322.7180000000003
49623662,2076.082
49099376,3518.342
49623665,2078.973
49122817,3302.294000000001
49148952,3058.5489999999995
49493037,3306.4970000000017
49034339,2574.621
49034340,2590.744
49034342,2242.565
49100019,1737.5879999999997
49100020,1772.3529999999998
5750601136,2651.7650000000003
5750601137,2729.86
49362693,3133.7769999999996
49362711,3105.8129999999996
49100850,1955.8629999999998
49100856,2106.848
49100859,2185.295
49100861,2243.999
49428596,2095.948
49428598,2199.4089999999997
2817210642,3157.5150000000003
49428755,997.007
49428756,1062.845
2817210645,3050.6960000000004
49494321,3267.5750000000007
49494337,3069.531000000001
49559938,3396.079999999999
49625483,3152.6710000000003
49559998,2674.802
49559999,2623.21
49298018,2509.539
49298019,2685.1290000000004
49101437,1295.329
49101446,1645.25
49101447,1700.708
49101481,3435.443
49101485,3415.4470000000006
49167072,3530.9880000000003
49167081,3561.1800000000003
49167084,3524.6970000000006
49167086,3529.8610000000003
49167095,3313.2180000000003
49560628,2411.478
49560630,2337.597
49560636,2133.607
49560638,1701.386
5724650892,1729.3509999999997
632569578,3507.684
632569579,3535.0330000000004
49299194,3258.292000000001
49299199,3315.6350000000007
1228816142,3551.5180000000005
1228816231,3565.2960000000003
49430655,3502.1719999999996
49430657,3597.1209999999996
3701162184,1378.487
3701162185,1246.2540000000001
49430783,1709.1470000000002
49430785,2084.65
49430786,2190.471
49430787,2286.773
6257197377,2630.6920000000005
49562014,1953.055
49562020,2297.9680000000003
1610695384,2512.7000000000007
49103708,3304.4250000000006
6051480497,2095.93
4786177151,2689.9389999999994
49300740,2940.5839999999994
49300743,2998.3899999999994
49169765,3155.9139999999993
49169772,3017.979999999999
49169802,3488.5219999999995
49169804,3534.6339999999996
49169808,3553.0189999999993
49104349,2140.912
49104356,2407.5629999999996
49104357,2683.3599999999997
6004622826,1512.8189999999997
49104370,3089.4969999999994
632571469,1728.6889999999999
5805917811,2757.8529999999996
49432182,1342.019
1781679744,2291.9579999999996
5805917835,2158.9039999999995
5805917842,2643.204999999999
5805917851,2741.9699999999993
49497762,3155.7970000000005
49039054,2275.4230000000007
49039055,2246.3350000000005
49104591,1979.545
49104592,1891.0310000000002
49301208,1794.5629999999999
632571960,1757.6329999999998
49123978,1679.821
49236343,3278.9100000000017
49170819,3543.112000000001
49170825,3403.635000000001
49105319,2727.1129999999994
49105321,2705.3669999999997
49105322,2743.333
49105324,2843.9610000000002
49105326,2945.338
49105328,2977.571
49105329,2878.343
49105331,2779.4480000000003
49695594,2571.4330000000004
49695612,911.346
49695622,1744.596
49695625,1807.375
49564596,3556.403000000001
49237034,2970.4469999999997
49237036,3119.6149999999993
49237039,3053.6120000000005
49564751,3595.7900000000013
49564753,3450.785000000001
49564817,3161.9020000000005
49434105,2414.597
49434109,2740.7910000000006
49434156,3343.067
49106638,1395.754
49696464,2954.4259999999995
49106642,1515.8419999999999
49106643,1570.1029999999998
49172203,2502.778
49172204,2465.879
49172215,2993.7119999999995
5805920060,2246.5309999999995
5805920067,2099.3589999999995
49368922,3538.1550000000007
49762401,1563.243
49238173,2838.028999999999
49238191,3192.303999999999
4605825201,3217.3150000000005
49631488,2076.695
3473428863,2002.7040000000002
49108473,3293.4180000000006
49108478,3360.5840000000007
49436506,1935.841
49109137,2912.5239999999994
49109141,2775.4339999999993
49109173,1530.837
49109182,1452.9989999999998
49437371,3507.5760000000005
49437376,3531.5710000000004
49633996,1165.2569999999998
3473365849,3485.7310000000007
49306508,2899.7290000000003
49306510,2888.3080000000004
49306511,3041.8100000000004
49306514,3096.0680000000007
49306516,3213.7440000000006
49437701,1312.58
49437703,1242.215
49437708,1314.792
49437803,1886.6750000000002
49503647,3502.736000000001
49634905,1271.662
49634908,1387.103
49241695,3148.085000000001
49241696,3188.6890000000008
49504685,2960.6580000000004
49504691,2188.5290000000005
49504694,2137.2180000000003
49504696,2056.675
49504700,1508.768
49504705,1108.154
49504710,1510.704
49504713,2072.215
49504723,2335.7560000000003
49504729,2616.902000000001
49504733,2577.9200000000005
49308135,2123.8669999999997
49308136,2214.839
49374220,2919.0640000000003
49374226,3038.0940000000005
48981029,2985.5680000000007
48981030,2952.3080000000004
49374406,2169.98
49505595,2727.576
49243534,2029.5639999999999
49243537,2600.149
49243539,2538.2129999999997
49440199,1285.937
49506109,3327.86
49047371,1773.975
48916301,2056.4339999999997
49047376,1955.9460000000001
48916342,3387.3560000000007
48916343,3394.1390000000006
48916344,956.7249999999999
48916345,937.9879999999999
49375250,2860.316
49375252,2706.4849999999997
49047692,3416.2520000000013
49047693,3321.0830000000014
49506579,3111.3889999999997
49507017,2481.1719999999996
49507019,2747.8729999999996
1266183113,1951.9779999999998
49376277,1909.349
49376282,2039.1319999999998
49376285,3049.471
49179966,2989.6049999999996
49179980,2763.2919999999995
49179987,2501.5999999999995
49573215,2726.8279999999995
49114637,1682.478
49114640,1769.001
49573406,3230.4130000000005
49573421,3582.8640000000005
49311322,2746.3040000000015
49311338,3281.434
49180438,1097.854
49115255,1123.549
49639639,2224.9400000000005
49639641,2125.1830000000004
49639643,2140.3050000000003
49639655,2575.3080000000004
49181015,3327.2099999999996
49508741,2643.3570000000013
49508743,2814.7470000000017
49181197,3513.058000000001
49050234,3529.294000000001
49312444,1678.148
49312458,1935.482
4616844195,3075.6609999999996
4616844201,2851.1639999999998
49640623,1702.863
49313179,3468.158000000001
49313192,3023.5700000000006
49509859,3488.2560000000008
49247944,3307.9630000000006
49379100,3001.597
49379102,2922.7030000000004
5957253089,2925.8379999999997
49707035,3441.4350000000004
2817226979,2239.6769999999997
49707292,3510.1949999999997
49576247,3008.35
49052146,2289.5
49052147,2370.892
49052150,2467.7149999999997
49052151,2622.9509999999996
49052152,2704.5969999999998
49707750,2645.9949999999994
49707758,2888.9489999999996
5523929971,2138.471
5523929972,3497.696
5523929978,2442.2720000000004
5523929980,2406.415
5523929982,2186.239
5523929988,2067.0729999999994
48921624,2846.9089999999997
48921625,2813.0229999999997
49053012,3381.0929999999994
49053015,3443.205999999999
49184424,3572.407
49118979,3456.7750000000015
49053498,1952.8799999999999
49053499,1830.9099999999999
49053500,1813.3029999999999
49053501,1661.991
49053502,1597.657
49774413,2283.7690000000007
49119331,2999.7160000000003
49119332,3221.9960000000005
49119497,3518.173000000001
49119498,3466.2740000000013
49119505,3441.677000000001
49119509,3123.9060000000013
48857478,2843.609
48857479,2928.5389999999998
49119646,3490.158
49250741,3599.98
49447375,3317.242999999999
49447389,3537.507000000001
4617044646,3226.224
49251058,330.329
49251060,207.93
49185561,3501.454
49578883,3039.7270000000003
49578892,2826.7270000000003
49578895,2733.6760000000004
49251303,3264.7
49251305,3341.1189999999997
49251316,3341.1399999999994
49251320,3271.0009999999993
49251336,3340.140000000001
49382567,3158.158
49382570,2985.2340000000004
49382577,3540.1270000000004
49382584,2993.0980000000004
49382586,3502.0460000000003
49775814,2204.335
49579410,1690.08
49513915,3584.6740000000004
49120743,2173.471
49120746,1978.6589999999999
49120749,2123.564
49186315,1551.82
49186331,1456.408
49448486,2585.55
49055347,2815.5460000000003
49055351,2962.9550000000004
49055354,3039.3420000000006
49055355,3094.7970000000005
49317521,2761.7219999999993
49383135,3504.8769999999995
49121045,3458.077
49121047,3506.1730000000002
49055972,3220.7760000000007
49055973,3271.3850000000007
49514737,3158.4879999999994
49252723,1219.16
49252727,1359.9630000000002
2149550553,2390.1919999999996
2149550556,2000.3089999999997
49580622,1646.7369999999999
49121973,1809.4410000000003
49056483,2738.569
49056484,2372.782
49122114,2864.804
49122115,1807.899
49122116,1766.312
49122117,1985.082
49122118,1542.834
49449869,3337.795
49580965,3391.2800000000007
49777588,3130.2520000000004
49580999,2532.3150000000005
49581030,504.765
49581032,1240.186
49581034,1335.158
49581035,1367.253
49581048,1746.2830000000001
49581049,2044.5680000000002
49056790,2387.4880000000003
49056791,2440.2410000000004
49056799,2677.5080000000003
49056802,2739.112
49056808,2900.28
49056809,2993.074
3633220880,2344.4379999999996
3633220881,2465.535
49122814,3422.1420000000007
49712826,2800.93
49123107,1459.9919999999997
49123108,1499.9479999999996
49123111,1661.4549999999997
49123117,2104.4289999999996
49123120,1991.7569999999998
49123122,2380.4019999999996
49123123,2492.4759999999997
49123143,3516.6849999999995
4619276303,3401.08
4619276304,3327.163
4619276312,3500.0949999999993
3627782254,968.593
3627782260,1111.7559999999999
49058031,1846.051
49058037,1615.7849999999999
49517147,2097.6369999999997
49517153,1964.944
49320579,2211.608
49320581,2308.364
49320583,2356.697
49713980,3190.037000000001
49452017,3130.1420000000007
49320972,3228.071999999999
49320988,3268.0970000000007
565351614,1364.526
49583368,1529.297
49583594,2894.1760000000004
49583595,2931.1730000000002
49649498,3041.916
49584008,3139.206000000001
49190862,2534.1200000000003
49190863,2773.734
49190865,3144.9880000000007
49190866,3288.3180000000007
49715168,1754.679
49715176,2371.0660000000003
49715178,2481.4260000000004
49190984,2047.0489999999998
49190994,2184.923
49190999,2459.1699999999996
49191072,1520.6989999999998
49191079,1707.4189999999999
49256789,1996.115
49256790,2091.2239999999997
49715579,2588.586
49257058,3426.899000000001
49650353,2978.682
49650358,2862.799
49781449,718.622
49781454,687.8639999999999
4786199526,2162.6749999999993
49388584,1858.487
49388586,1939.1200000000001
49519757,3251.160999999999
49454334,3418.2689999999993
49585872,2974.798000000001
49258275,3080.491
49258277,3153.031
5845393205,3473.223
49127419,621.753
49127420,513.249
49389679,2807.069
49389680,2673.85
49717386,2307.027
49586382,1842.5880000000002
49127917,3522.6150000000007
49390400,3577.277
49521960,2897.9420000000005
49521963,2689.1990000000005
49456529,2338.895
48932355,3518.870000000001
49325685,2241.917
49325688,2299.871
49522337,3100.632
49194734,3577.0290000000014
49456890,3250.5429999999997
49456892,3214.4849999999997
49456894,3273.863
49063793,3538.5360000000005
49063794,3409.5410000000006
49063798,3163.0520000000006
