highway_n,osmid_n,ref_n,geometry_n
,49218694,,POINT (-116.9951146 32.727822)
,49218695,,POINT (-116.995064 32.729469)
,49677449,,POINT (-117.026413 32.786297)
,49218698,,POINT (-116.99527 32.714901)
,49218700,,POINT (-116.995216 32.71846)
,49677454,,POINT (-117.025337 32.787663)
turning_circle,49218702,,POINT (-116.995204 32.7206941)
,1813645938,,POINT (-117.055397 32.5836739)
turning_circle,49087637,,POINT (-116.953943 32.778398)
,49218709,,POINT (-117.041817 32.583282)
,5719721111,,POINT (-116.9941679 32.7033554)
,1813645941,,POINT (-117.0590939 32.5836897)
turning_circle,49677471,,POINT (-116.979713 32.649494)
,49218721,,POINT (-117.04142 32.58176)
,49218728,,POINT (-117.041519 32.580868)
,49218730,,POINT (-117.041672 32.580265)
,49087664,,POINT (-117.079758 32.676579)
,49218736,,POINT (-117.042053 32.578884)
,49218741,,POINT (-116.924187 32.762108)
,2957509818,,POINT (-116.9357744 32.6275385)
,49218749,,POINT (-116.924156 32.758724)
turning_circle,49087681,,POINT (-117.0525737 32.7953092)
,49087682,,POINT (-117.052933 32.795723)
,3237283011,,POINT (-117.0185282 32.5686646)
,49218761,,POINT (-116.953537 32.550903)
,49743061,,POINT (-117.035278 32.604198)
,49480918,,POINT (-117.062767 32.685852)
,49677528,,POINT (-116.981857 32.731117)
,49743067,,POINT (-117.065712 32.612717)
,49480924,,POINT (-117.062531 32.685452)
,49743070,,POINT (-117.065071 32.610989)
,49743078,,POINT (-117.076843 32.642151)
,49218791,,POINT (-117.126129 32.794079)
,49218793,,POINT (-117.125839 32.794117)
,49743084,,POINT (-117.074318 32.63385)
,49218797,,POINT (-117.124222 32.794708)
,49480942,,POINT (-117.031052 32.798759)
,49218799,,POINT (-117.123413 32.795029)
,49218801,,POINT (-117.122948 32.795208)
motorway_junction,49022210,9,POINT (-117.1065674 32.656177)
,49415429,,POINT (-117.103828 32.676689)
,49415431,,POINT (-117.1033141 32.6768438)
,49415432,,POINT (-117.102798 32.676983)
,49415434,,POINT (-117.101784 32.677265)
,49743117,,POINT (-117.025864 32.599411)
,1724777743,,POINT (-117.2209598 32.7258752)
turning_circle,49284368,,POINT (-116.955254 32.787022)
,49415442,,POINT (-117.096657 32.678711)
,49415444,,POINT (-117.094643 32.679276)
turning_circle,49087764,,POINT (-117.0027769 32.7296944)
traffic_signals,3010921749,,POINT (-117.169231 32.7156374)
,49415447,,POINT (-117.090553 32.680431)
traffic_signals,3010921751,,POINT (-117.1691472 32.7156376)
,49284378,,POINT (-116.955383 32.784119)
traffic_signals,3010921757,,POINT (-117.1692306 32.7157705)
,49415454,,POINT (-117.08567 32.681786)
,49612063,,POINT (-116.9107736 32.7730223)
,49415456,,POINT (-117.084312 32.682178)
,49415458,,POINT (-117.083939 32.682281)
,49415460,,POINT (-117.082359 32.682724)
,49415461,,POINT (-117.078857 32.683716)
turning_circle,49284389,,POINT (-117.164841 32.785763)
,49480998,,POINT (-117.028679 32.688015)
,49284392,,POINT (-117.164413 32.785728)
,49612077,,POINT (-116.9117325 32.771167)
,1724777774,,POINT (-117.2262875 32.7256834)
turning_circle,3876390190,,POINT (-117.0844604 32.6809943)
bus_stop,49415473,,POINT (-117.075211 32.6847507)
,48956725,,POINT (-117.058937 32.576038)
,49415479,,POINT (-117.074173 32.685017)
,49415482,,POINT (-117.072563 32.685474)
,49415484,,POINT (-117.071762 32.685703)
turning_circle,49546560,,POINT (-117.167351 32.776493)
,1724777793,,POINT (-117.2267553 32.7256778)
,49415490,,POINT (-117.032333 32.798309)
,49218881,,POINT (-117.035797 32.635899)
,49087810,,POINT (-117.057533 32.744453)
,48956740,,POINT (-116.9807591 32.6418985)
,49087813,,POINT (-117.056587 32.744308)
,49415496,,POINT (-117.031258 32.798111)
,1435108680,,POINT (-116.9916938 32.6306121)
,49218888,,POINT (-117.036232 32.634979)
,49415501,,POINT (-117.044937 32.593575)
turning_circle,49612114,,POINT (-116.9806144 32.7602936)
,49415507,,POINT (-117.0449696 32.5893864)
turning_circle,49087829,,POINT (-116.916939 32.734703)
,49087830,,POINT (-116.916649 32.734974)
,1435108695,,POINT (-116.9897261 32.6325225)
,1435108697,,POINT (-116.9880334 32.6323114)
,49087833,,POINT (-116.914848 32.736832)
,1435108699,,POINT (-116.985348 32.6318831)
turning_circle,49087835,,POINT (-116.913963 32.737774)
,49087836,,POINT (-117.026451 32.738293)
,49087837,,POINT (-117.02639 32.739655)
,1435108703,,POINT (-116.9826595 32.6314769)
,49087838,,POINT (-117.026367 32.74052)
,49087840,,POINT (-117.026314 32.741943)
traffic_signals,49087841,,POINT (-117.0263192 32.7429649)
,49349986,,POINT (-117.063248 32.654648)
,49087843,,POINT (-117.169807 32.732533)
turning_circle,49349988,,POINT (-117.062859 32.654572)
,1435108710,,POINT (-116.9806705 32.6307723)
,49743207,,POINT (-117.105423 32.701542)
,49022312,,POINT (-117.1017679 32.7114584)
,814679399,,POINT (-117.2433803 32.6801708)
,2428700009,,POINT (-116.9784623 32.6263871)
,1435108715,,POINT (-116.9804861 32.6309236)
,49087852,,POINT (-117.169907 32.737137)
,49087853,,POINT (-117.1699064 32.737624)
,2428700017,,POINT (-116.9775542 32.6273442)
,49087857,,POINT (-117.169418 32.73938)
,276104563,,POINT (-117.2036093 32.7587394)
,49612148,,POINT (-116.9901116 32.5696888)
,49415541,,POINT (-117.029793 32.679726)
,49087861,,POINT (-117.169006 32.740719)
,1435108727,,POINT (-116.988178 32.6325166)
,2428700023,,POINT (-116.9768186 32.6279339)
,1435108729,,POINT (-116.9897288 32.632702)
,2428700024,,POINT (-116.9773336 32.6280227)
,2428700025,,POINT (-116.9769962 32.628104)
,5526521212,,POINT (-117.0778454 32.5709088)
,5526521213,,POINT (-117.0816872 32.5754683)
,5526521214,,POINT (-117.0396092 32.571602)
,49087865,,POINT (-117.1703978 32.7422472)
,5526521216,,POINT (-117.091011 32.583707)
,5526521217,,POINT (-117.0805954 32.5760795)
,2428700027,,POINT (-116.9771147 32.6282208)
,5526521219,,POINT (-117.0832975 32.5775254)
,5526521220,,POINT (-117.0918031 32.5837531)
,49415557,,POINT (-117.030243 32.677723)
,2428700030,,POINT (-116.9769565 32.6283233)
,2428700031,,POINT (-116.9763711 32.6283238)
,1435108744,,POINT (-116.9919005 32.6306217)
,4604691849,,POINT (-117.1156883 32.7694084)
,2428700033,,POINT (-116.9765604 32.6284928)
,2428700034,,POINT (-116.9777432 32.6285213)
,2428700035,,POINT (-116.9756293 32.6285481)
,2428700036,,POINT (-116.9772428 32.6286522)
,2428700037,,POINT (-116.9759181 32.6287247)
,2428700038,,POINT (-116.9773174 32.6287433)
,4621403536,,POINT (-117.0577115 32.6969153)
,49481105,,POINT (-117.079872 32.625011)
,1435108754,,POINT (-116.9932434 32.6257354)
,2428700042,,POINT (-116.9771682 32.628983)
,2428700044,,POINT (-116.9762621 32.6290821)
,2428700045,,POINT (-116.9778419 32.6290989)
,2428700046,,POINT (-116.9776215 32.6291873)
,2428700047,,POINT (-116.9769675 32.6293139)
,2428700048,,POINT (-116.9785039 32.6293272)
,2428700049,,POINT (-116.9767897 32.6293912)
traffic_signals,1724777882,,POINT (-117.2213957 32.7255948)
,2428700050,,POINT (-116.9782832 32.6294094)
,2428700051,,POINT (-116.9778163 32.6294878)
,2428700052,,POINT (-116.9765718 32.6294974)
,2428700053,,POINT (-116.9781042 32.6294915)
,2428700054,,POINT (-116.9778895 32.6295986)
,2428700055,,POINT (-116.9774837 32.6296375)
,2428700056,,POINT (-116.9773346 32.6297775)
,2428700057,,POINT (-116.9780352 32.6298191)
,2428700059,,POINT (-116.9768872 32.6300142)
,2428700060,,POINT (-116.9770593 32.6302219)
,2428700062,,POINT (-116.9768771 32.6305339)
,2232157608,,POINT (-116.9601445 32.7949542)
,49677736,,POINT (-117.030548 32.732697)
,2232157610,,POINT (-116.9601726 32.7956165)
,4593223089,,POINT (-117.1471365 32.7014257)
,4593223090,,POINT (-117.1487867 32.7025669)
,49481160,,POINT (-117.200333 32.787693)
stop,49481162,,POINT (-117.200127 32.788857)
,49120544,,POINT (-117.227966 32.744503)
turning_circle,49153488,,POINT (-117.022987 32.628544)
,49153494,,POINT (-117.0210243 32.6289076)
,49153498,,POINT (-117.0202748 32.6288778)
,49153501,,POINT (-117.0193363 32.6291615)
traffic_signals,49284574,,POINT (-117.0977044 32.789819)
,49284575,,POINT (-117.0957802 32.789814)
,49284576,,POINT (-117.0938745 32.7898)
,49481187,,POINT (-117.20224 32.778324)
,49284580,,POINT (-117.0488008 32.6955422)
,1724777957,,POINT (-117.2265606 32.7259106)
turning_circle,49284582,,POINT (-117.048653 32.694336)
,4604626406,,POINT (-116.916144 32.5805221)
,4604626407,,POINT (-116.9159402 32.5805287)
,49481192,,POINT (-117.201897 32.778278)
,48956906,,POINT (-117.182991 32.793953)
,49481194,,POINT (-117.201599 32.77993)
,49350124,,POINT (-117.041748 32.70116)
turning_circle,49394091,,POINT (-117.040024 32.644596)
,49284590,,POINT (-117.008133 32.723869)
,49284593,,POINT (-117.006638 32.722614)
,49415666,,POINT (-117.11058 32.587086)
,49153523,,POINT (-117.166618 32.784454)
,49481202,,POINT (-117.20118 32.782955)
,49415669,,POINT (-117.110603 32.585491)
,49415673,,POINT (-117.1106059 32.5837925)
,49350137,,POINT (-117.039223 32.702152)
,49415675,,POINT (-117.110603 32.582294)
,49415677,,POINT (-117.110603 32.580696)
,49546750,,POINT (-117.108521 32.66391)
,49415680,,POINT (-117.110611 32.577511)
,49546754,,POINT (-117.111099 32.663181)
turning_circle,49612291,,POINT (-117.04818 32.56171)
,49546759,,POINT (-117.111992 32.662941)
,49153545,,POINT (-117.167664 32.785751)
,49481229,,POINT (-117.051247 32.645477)
traffic_signals,49153550,,POINT (-117.168877 32.785595)
,276301330,,POINT (-117.040181 32.5514642)
,49481237,,POINT (-117.050903 32.643723)
,49677846,,POINT (-117.1658119 32.7367574)
turning_circle,49677856,,POINT (-117.018837 32.794147)
,49153576,,POINT (-117.219643 32.73764)
,49153577,,POINT (-117.220612 32.738232)
,5716969003,,POINT (-117.093702 32.7114174)
,49153580,,POINT (-117.222588 32.739429)
,49153579,,POINT (-117.221603 32.738842)
,49153582,,POINT (-117.223572 32.740021)
,533005871,,POINT (-117.0815144 32.7499443)
,5716969011,,POINT (-117.0936088 32.7132436)
,49153591,,POINT (-117.226273 32.741741)
,49153596,,POINT (-117.226883 32.742264)
,49415742,,POINT (-117.110069 32.57151)
,49153599,,POINT (-117.227493 32.742729)
,49415745,,POINT (-117.110069 32.570194)
,49153602,,POINT (-117.227467 32.7427846)
,49153604,,POINT (-117.2278463 32.7430378)
turning_circle,49153606,,POINT (-117.1475465 32.7635122)
traffic_signals,4343006792,,POINT (-117.0083491 32.7706953)
traffic_signals,4343006793,,POINT (-117.0082424 32.7707543)
,295175758,,POINT (-117.0849177 32.7192403)
,2645034576,,POINT (-116.93297 32.6495314)
,4343006800,,POINT (-117.0066336 32.7719982)
,49481296,,POINT (-116.96357 32.790497)
,4343006802,,POINT (-117.0063035 32.7723322)
,4343006803,,POINT (-117.006099 32.7725211)
,295175765,,POINT (-117.0842753 32.7192188)
,4343006805,,POINT (-117.0057341 32.7729052)
traffic_signals,49284704,,POINT (-117.1500709 32.7698398)
,49284705,,POINT (-117.1503144 32.7704653)
,49350250,,POINT (-117.172531 32.770409)
,49088114,,POINT (-116.9684194 32.6527862)
,49088124,,POINT (-116.966298 32.6507917)
,6035080831,,POINT (-117.1014543 32.5658871)
traffic_signals,49088128,,POINT (-116.9655435 32.6482818)
,49350276,,POINT (-117.170113 32.771919)
,49481349,,POINT (-117.01004 32.634514)
,49350279,,POINT (-117.169983 32.77224)
,49088137,,POINT (-116.9659117 32.6449087)
turning_circle,49481358,,POINT (-117.00824 32.635605)
,49088146,,POINT (-116.9662571 32.6405774)
,49088147,,POINT (-116.9662455 32.6404481)
,48891540,,POINT (-117.0958005 32.7560866)
traffic_signals,49350291,,POINT (-117.167847 32.773903)
,49088150,,POINT (-116.967481 32.6360277)
,49088152,,POINT (-116.9672005 32.6331034)
,49088154,,POINT (-116.9653161 32.6304897)
turning_circle,49088161,,POINT (-116.956238 32.660744)
,49088162,,POINT (-116.956108 32.660275)
turning_circle,49088164,,POINT (-116.955727 32.659336)
,49088167,,POINT (-116.923264 32.775753)
,49350313,,POINT (-117.020638 32.735916)
,49088175,,POINT (-116.92366 32.774281)
,49088184,,POINT (-116.922112 32.773922)
,49481402,,POINT (-117.065079 32.69561)
,49088188,,POINT (-116.920776 32.774082)
,49481405,,POINT (-117.064163 32.695778)
turning_circle,49743549,,POINT (-117.052803 32.615349)
,49088191,,POINT (-117.0450904 32.5525419)
,49088190,,POINT (-117.045082 32.557068)
,49088192,,POINT (-117.045082 32.553089)
,49088189,,POINT (-117.045082 32.55674)
,49088193,,POINT (-117.045082 32.554142)
,49219268,,POINT (-117.035553 32.603333)
,49088194,,POINT (-117.04509 32.555084)
,49088195,,POINT (-117.045082 32.556423)
,49153736,,POINT (-117.0715377 32.5869816)
,49153742,,POINT (-117.0712068 32.5853276)
,49153743,,POINT (-117.0712338 32.583837)
,49219278,,POINT (-117.011627 32.630219)
,49153745,,POINT (-117.0710158 32.5824874)
,49481422,,POINT (-117.0567564 32.6974513)
,49350354,,POINT (-116.911232 32.741127)
,49481426,,POINT (-117.054459 32.698151)
,49284821,,POINT (-116.945541 32.779633)
turning_circle,49350357,,POINT (-116.911613 32.741074)
,49219285,,POINT (-117.012016 32.630116)
,48957143,,POINT (-117.0718877 32.6025601)
,49219289,,POINT (-116.9516544 32.6374118)
,49481434,,POINT (-117.092484 32.689167)
,49284827,,POINT (-117.068207 32.647388)
,49153755,,POINT (-117.0704164 32.5793863)
,49284829,,POINT (-117.068398 32.64785)
,49481436,,POINT (-117.092484 32.689499)
turning_circle,49284831,,POINT (-117.0684408 32.6483997)
,49481439,,POINT (-117.223152 32.735683)
,49153763,,POINT (-117.0687972 32.5768929)
,49481444,,POINT (-117.223999 32.736042)
,49153766,,POINT (-117.0666216 32.5739547)
,49481450,,POINT (-117.110733 32.665211)
,49481452,,POINT (-117.110062 32.663479)
,49153774,,POINT (-117.0651083 32.5717757)
,49678064,,POINT (-117.246101 32.79171)
,49153777,,POINT (-117.0647749 32.5711127)
,49678065,,POINT (-117.246239 32.792099)
,49022707,,POINT (-117.036505 32.5915068)
,463013620,,POINT (-116.9435803 32.6656196)
,49022709,,POINT (-117.0369623 32.5948635)
,49678071,,POINT (-117.246696 32.793404)
,49678075,,POINT (-117.246986 32.794334)
,49350395,,POINT (-117.140427 32.79747)
,49350397,,POINT (-117.140411 32.798191)
,49547009,,POINT (-117.080757 32.678387)
,49153794,,POINT (-117.060013 32.565475)
,49415939,,POINT (-117.10817 32.663044)
,49088259,,POINT (-117.059151 32.686981)
turning_circle,463013636,,POINT (-116.945475 32.6674048)
,276301574,,POINT (-117.0417036 32.5638777)
,49153799,,POINT (-117.056 32.562943)
turning_circle,463013638,,POINT (-116.9447409 32.6705901)
turning_circle,49088265,,POINT (-117.058273 32.686687)
,463013642,,POINT (-116.9463354 32.6725413)
,49415947,,POINT (-116.90831 32.760303)
,49088266,,POINT (-117.057053 32.793736)
turning_circle,1362102029,,POINT (-117.1081394 32.7544635)
turning_circle,1362102030,,POINT (-117.1095394 32.7558449)
,49153807,,POINT (-117.050268 32.5595917)
,49153808,,POINT (-117.049454 32.559181)
,49088267,,POINT (-117.057343 32.794479)
,49415954,,POINT (-116.908707 32.759647)
,49547027,,POINT (-117.079514 32.675156)
,49153811,,POINT (-117.048012 32.558434)
,49022740,,POINT (-117.1709149 32.7353134)
,49153814,,POINT (-117.0474771 32.5582905)
,49088270,,POINT (-117.058151 32.79599)
turning_circle,463013650,,POINT (-116.9488469 32.6735053)
,49153817,,POINT (-117.045662 32.558258)
,49153818,,POINT (-117.044533 32.558281)
,463013655,,POINT (-116.9482066 32.6746799)
,463013657,,POINT (-116.9477087 32.6743331)
,463013659,,POINT (-116.9472967 32.6730977)
,463013662,,POINT (-116.9445158 32.6723752)
,49153824,,POINT (-117.039284 32.558128)
,463013664,,POINT (-116.945602 32.662983)
,463013666,,POINT (-116.9416233 32.6614792)
,463013667,,POINT (-116.9420525 32.6618261)
,49022756,,POINT (-117.2024036 32.7296555)
turning_circle,463013669,,POINT (-116.9417741 32.6621048)
turning_circle,463013670,,POINT (-116.942055 32.6611324)
turning_circle,463013671,,POINT (-116.9507986 32.6635458)
,463013673,,POINT (-116.9508072 32.664449)
turning_circle,463013674,,POINT (-116.9507126 32.6658277)
turning_circle,49678123,,POINT (-117.065323 32.689926)
,49022764,,POINT (-117.1996102 32.7301215)
,463013676,,POINT (-116.9512192 32.6652438)
turning_circle,463013677,,POINT (-116.9524423 32.6623802)
turning_circle,463013680,,POINT (-116.9497418 32.6630568)
turning_circle,463013681,,POINT (-116.954232 32.662933)
,463013683,,POINT (-116.9533306 32.6628738)
turning_circle,463013684,,POINT (-116.9533924 32.6617992)
,49350453,,POINT (-117.139168 32.714767)
,49350452,,POINT (-117.139153 32.71373)
,463013687,,POINT (-116.951934 32.6633511)
turning_circle,49219389,,POINT (-117.06073 32.680252)
turning_circle,463013697,,POINT (-116.9534557 32.6662089)
,49219394,,POINT (-117.059479 32.680496)
,463013699,,POINT (-116.9540345 32.6650632)
,48891719,,POINT (-117.13382 32.694366)
turning_circle,463013708,,POINT (-116.9500012 32.6641599)
,4614719309,,POINT (-117.0280388 32.7578325)
,4614719310,,POINT (-117.0290115 32.7572646)
,4614719311,,POINT (-117.0308837 32.7561785)
turning_circle,463013712,,POINT (-116.9603932 32.6642405)
,49678161,,POINT (-116.9576274 32.6494716)
,49022802,,POINT (-117.1390445 32.7698381)
,5884020557,,POINT (-117.1334757 32.7852768)
,5884020562,,POINT (-117.1325329 32.7824077)
,463013715,,POINT (-116.9625012 32.6642581)
,5884020564,,POINT (-117.1323293 32.7821587)
,5884020563,,POINT (-117.1326614 32.782327)
,49153880,,POINT (-117.1047981 32.6840712)
,5884020560,,POINT (-117.1329764 32.7827071)
,49153882,,POINT (-117.1042703 32.6841645)
,49350489,,POINT (-117.0610481 32.6394956)
turning_circle,463013723,,POINT (-116.9567754 32.6667747)
,49350491,,POINT (-117.060371 32.637871)
,49350493,,POINT (-117.060112 32.637203)
,49088349,,POINT (-117.097977 32.687347)
,49416032,,POINT (-116.927887 32.763241)
turning_circle,463013727,,POINT (-116.9560171 32.6670863)
turning_circle,463013729,,POINT (-116.9636879 32.6668562)
,5884020578,,POINT (-117.1336381 32.7853657)
,463013731,,POINT (-116.9643771 32.6659736)
turning_circle,463013732,,POINT (-116.960701 32.666917)
,463013735,,POINT (-116.9626261 32.6662048)
,49088360,,POINT (-116.9862778 32.7218741)
,49219431,,POINT (-117.072632 32.604542)
,49219435,,POINT (-117.040359 32.703461)
,49416045,,POINT (-116.931343 32.762707)
,49219437,,POINT (-117.040382 32.703056)
,49350510,,POINT (-117.059563 32.631687)
,463013743,,POINT (-116.9610382 32.6633941)
turning_circle,463013745,,POINT (-116.9644592 32.6640123)
turning_circle,49416051,,POINT (-117.2196159 32.7518895)
,463013747,,POINT (-116.9644972 32.6635024)
turning_circle,463013748,,POINT (-116.9645928 32.6626272)
,463013750,,POINT (-116.9634446 32.6627239)
turning_circle,463013751,,POINT (-116.9608752 32.6624475)
,49088375,,POINT (-116.989227 32.72192)
,463013753,,POINT (-116.961476 32.6628088)
,463013754,,POINT (-116.9652354 32.6633507)
,49088377,,POINT (-116.997147 32.722054)
,49088378,,POINT (-116.995163 32.722027)
,463013757,,POINT (-116.9652729 32.6627918)
turning_circle,463013758,,POINT (-116.9605012 32.6660396)
,49088376,,POINT (-116.988257 32.7219026)
,49416064,,POINT (-117.067947 32.754364)
,49219461,,POINT (-117.172211 32.7396821)
,463013766,,POINT (-116.9639103 32.6632678)
,49219462,,POINT (-117.172211 32.742096)
,4017489800,,POINT (-117.2280528 32.7208393)
turning_circle,463013769,,POINT (-116.9637627 32.6652377)
,463013771,,POINT (-116.9638792 32.6650632)
turning_circle,463013773,,POINT (-116.9625427 32.6631556)
,49219469,,POINT (-117.172333 32.754715)
motorway_junction,295176079,4B,POINT (-117.0792739 32.7213106)
,463013775,,POINT (-116.9631583 32.6637174)
,49219471,,POINT (-117.17234 32.755676)
,49219472,,POINT (-117.17234 32.75597)
,49219474,,POINT (-117.172348 32.757099)
turning_circle,463013780,,POINT (-116.9716434 32.6701099)
